streetLabel	personLabel	genderLabel	occupationLabel	coordinate	postalCode
Dürerstraße	Albrecht Dürer	männlich	bildender Künstler	Point(13.76578 51.05145)	01069
Dürerstraße	Albrecht Dürer	männlich	bildender Künstler	Point(13.76578 51.05145)	01307
Dürerstraße	Albrecht Dürer	männlich	bildender Künstler	Point(13.76578 51.05145)	01309
Dürerstraße	Albrecht Dürer	männlich	Designer	Point(13.76578 51.05145)	01069
Dürerstraße	Albrecht Dürer	männlich	Designer	Point(13.76578 51.05145)	01307
Dürerstraße	Albrecht Dürer	männlich	Designer	Point(13.76578 51.05145)	01309
Dürerstraße	Albrecht Dürer	männlich	Druckgrafiker	Point(13.76578 51.05145)	01069
Dürerstraße	Albrecht Dürer	männlich	Druckgrafiker	Point(13.76578 51.05145)	01307
Dürerstraße	Albrecht Dürer	männlich	Druckgrafiker	Point(13.76578 51.05145)	01309
Dürerstraße	Albrecht Dürer	männlich	Kupferstecher	Point(13.76578 51.05145)	01069
Dürerstraße	Albrecht Dürer	männlich	Kupferstecher	Point(13.76578 51.05145)	01307
Dürerstraße	Albrecht Dürer	männlich	Kupferstecher	Point(13.76578 51.05145)	01309
Dürerstraße	Albrecht Dürer	männlich	Bauzeichner	Point(13.76578 51.05145)	01069
Dürerstraße	Albrecht Dürer	männlich	Bauzeichner	Point(13.76578 51.05145)	01307
Dürerstraße	Albrecht Dürer	männlich	Bauzeichner	Point(13.76578 51.05145)	01309
Dürerstraße	Albrecht Dürer	männlich	Zeichner	Point(13.76578 51.05145)	01069
Dürerstraße	Albrecht Dürer	männlich	Zeichner	Point(13.76578 51.05145)	01307
Dürerstraße	Albrecht Dürer	männlich	Zeichner	Point(13.76578 51.05145)	01309
Dürerstraße	Albrecht Dürer	männlich	Kunsttheoretiker	Point(13.76578 51.05145)	01069
Dürerstraße	Albrecht Dürer	männlich	Kunsttheoretiker	Point(13.76578 51.05145)	01307
Dürerstraße	Albrecht Dürer	männlich	Kunsttheoretiker	Point(13.76578 51.05145)	01309
Dürerstraße	Albrecht Dürer	männlich	Q107212688	Point(13.76578 51.05145)	01069
Dürerstraße	Albrecht Dürer	männlich	Q107212688	Point(13.76578 51.05145)	01307
Dürerstraße	Albrecht Dürer	männlich	Q107212688	Point(13.76578 51.05145)	01309
Haydnstraße	Joseph Haydn	männlich	Komponist	Point(13.777127 51.04674)	01309
Haydnstraße	Joseph Haydn	männlich	Dirigent	Point(13.777127 51.04674)	01309
Haydnstraße	Joseph Haydn	männlich	Pianist	Point(13.777127 51.04674)	01309
Haydnstraße	Joseph Haydn	männlich	Musikwissenschaftler	Point(13.777127 51.04674)	01309
Comeniusstraße	Johann Amos Comenius	männlich	Wissenschaftler	Point(13.768107 51.042335)	01307
Comeniusstraße	Johann Amos Comenius	männlich	Wissenschaftler	Point(13.768107 51.042335)	01309
Comeniusstraße	Johann Amos Comenius	männlich	Schriftsteller	Point(13.768107 51.042335)	01307
Comeniusstraße	Johann Amos Comenius	männlich	Schriftsteller	Point(13.768107 51.042335)	01309
Comeniusstraße	Johann Amos Comenius	männlich	Lehrer	Point(13.768107 51.042335)	01307
Comeniusstraße	Johann Amos Comenius	männlich	Lehrer	Point(13.768107 51.042335)	01309
Comeniusstraße	Johann Amos Comenius	männlich	Presbyter	Point(13.768107 51.042335)	01307
Comeniusstraße	Johann Amos Comenius	männlich	Presbyter	Point(13.768107 51.042335)	01309
Comeniusstraße	Johann Amos Comenius	männlich	Pädagoge	Point(13.768107 51.042335)	01307
Comeniusstraße	Johann Amos Comenius	männlich	Pädagoge	Point(13.768107 51.042335)	01309
Comeniusstraße	Johann Amos Comenius	männlich	Theologe	Point(13.768107 51.042335)	01307
Comeniusstraße	Johann Amos Comenius	männlich	Theologe	Point(13.768107 51.042335)	01309
Comeniusstraße	Johann Amos Comenius	männlich	Philosoph	Point(13.768107 51.042335)	01307
Comeniusstraße	Johann Amos Comenius	männlich	Philosoph	Point(13.768107 51.042335)	01309
Comeniusstraße	Johann Amos Comenius	männlich	Linguist	Point(13.768107 51.042335)	01307
Comeniusstraße	Johann Amos Comenius	männlich	Linguist	Point(13.768107 51.042335)	01309
Stauffenbergallee	Claus Schenk Graf von Stauffenberg	männlich	Offizier	Point(13.757764 51.075897)	01099
Stauffenbergallee	Claus Schenk Graf von Stauffenberg	männlich	Widerstandskämpfer	Point(13.757764 51.075897)	01099
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Drehbuchautor	Point(13.780644 51.04225)	01309
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Schriftsteller	Point(13.780644 51.04225)	01309
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Dichter	Point(13.780644 51.04225)	01309
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Dramatiker	Point(13.780644 51.04225)	01309
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Liedtexter	Point(13.780644 51.04225)	01309
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Filmregisseur	Point(13.780644 51.04225)	01309
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Bühnenregisseur	Point(13.780644 51.04225)	01309
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Regisseur	Point(13.780644 51.04225)	01309
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Literaturkritiker	Point(13.780644 51.04225)	01309
Bertolt-Brecht-Allee	Bertolt Brecht	männlich	Librettist	Point(13.780644 51.04225)	01309
Holbeinstraße	Hans Holbein der Jüngere	männlich	Graveur	Point(13.774905 51.04843)	01307
Holbeinstraße	Hans Holbein der Jüngere	männlich	Graveur	Point(13.774905 51.04843)	01309
Holbeinstraße	Hans Holbein der Jüngere	männlich	Illustrator	Point(13.774905 51.04843)	01307
Holbeinstraße	Hans Holbein der Jüngere	männlich	Illustrator	Point(13.774905 51.04843)	01309
Holbeinstraße	Hans Holbein der Jüngere	männlich	Maler	Point(13.774905 51.04843)	01307
Holbeinstraße	Hans Holbein der Jüngere	männlich	Maler	Point(13.774905 51.04843)	01309
Holbeinstraße	Hans Holbein der Jüngere	männlich	Grafiker	Point(13.774905 51.04843)	01307
Holbeinstraße	Hans Holbein der Jüngere	männlich	Grafiker	Point(13.774905 51.04843)	01309
Holbeinstraße	Hans Holbein der Jüngere	männlich	Designer	Point(13.774905 51.04843)	01307
Holbeinstraße	Hans Holbein der Jüngere	männlich	Designer	Point(13.774905 51.04843)	01309
Holbeinstraße	Hans Holbein der Jüngere	männlich	Druckgrafiker	Point(13.774905 51.04843)	01307
Holbeinstraße	Hans Holbein der Jüngere	männlich	Druckgrafiker	Point(13.774905 51.04843)	01309
Holbeinstraße	Hans Holbein der Jüngere	männlich	Bauzeichner	Point(13.774905 51.04843)	01307
Holbeinstraße	Hans Holbein der Jüngere	männlich	Bauzeichner	Point(13.774905 51.04843)	01309
Holbeinstraße	Hans Holbein der Jüngere	männlich	Porträtist	Point(13.774905 51.04843)	01307
Holbeinstraße	Hans Holbein der Jüngere	männlich	Porträtist	Point(13.774905 51.04843)	01309
Holbeinstraße	Hans Holbein der Jüngere	männlich	Q107212688	Point(13.774905 51.04843)	01307
Holbeinstraße	Hans Holbein der Jüngere	männlich	Q107212688	Point(13.774905 51.04843)	01309
Regerstraße	Max Reger	männlich	Komponist	Point(13.800402 51.052291)	01309
Regerstraße	Max Reger	männlich	Dirigent	Point(13.800402 51.052291)	01309
Regerstraße	Max Reger	männlich	Pianist	Point(13.800402 51.052291)	01309
Regerstraße	Max Reger	männlich	Organist	Point(13.800402 51.052291)	01309
Regerstraße	Max Reger	männlich	Hochschullehrer	Point(13.800402 51.052291)	01309
Regerstraße	Max Reger	männlich	Musikwissenschaftler	Point(13.800402 51.052291)	01309
Regerstraße	Max Reger	männlich	Musikpädagoge	Point(13.800402 51.052291)	01309
Gabelsbergerstraße	Franz Xaver Gabelsberger	männlich	Erfinder	Point(13.776412 51.04935)	01307
Michelangelostraße	Michelangelo	männlich	Schriftsteller	Point(13.74286 51.02214)	01217
Michelangelostraße	Michelangelo	männlich	Architekt	Point(13.74286 51.02214)	01217
Michelangelostraße	Michelangelo	männlich	Dichter	Point(13.74286 51.02214)	01217
Michelangelostraße	Michelangelo	männlich	Ingenieur	Point(13.74286 51.02214)	01217
Michelangelostraße	Michelangelo	männlich	Generalunternehmer	Point(13.74286 51.02214)	01217
Michelangelostraße	Michelangelo	männlich	Maler	Point(13.74286 51.02214)	01217
Michelangelostraße	Michelangelo	männlich	Bildhauer	Point(13.74286 51.02214)	01217
Michelangelostraße	Michelangelo	männlich	Bauzeichner	Point(13.74286 51.02214)	01217
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Schriftsteller	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Dramatiker	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Esperantist	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Pädagoge	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Kinderbuchautor	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Philosoph	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Publizist	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Romancier	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Essayist	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Prosaist	Point(13.80728 51.06273)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Tagebuchschreiber	Point(13.80728 51.06273)	01326
Oskar-Mai-Straße	Georg von Frundsberg	männlich	Condottiere	Point(13.68093 51.03801)	01159
Haeckelstraße	Ernst Haeckel	männlich	Naturwissenschaftler	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Fotograf	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Schriftsteller	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Arzt	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Zoologe	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Biologe	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Ornithologe	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Hochschullehrer	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Botaniker	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Ichthyologe	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Philosoph	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Forschungsreisender	Point(13.73351 51.0277)	01069
Haeckelstraße	Ernst Haeckel	männlich	Ökologe	Point(13.73351 51.0277)	01069
Ludwig-Renn-Allee	Ludwig Renn	männlich	Schriftsteller	Point(13.73517 51.0203)	01217
Ludwig-Renn-Allee	Ludwig Renn	männlich	Politiker	Point(13.73517 51.0203)	01217
Ludwig-Renn-Allee	Ludwig Renn	männlich	Historiker	Point(13.73517 51.0203)	01217
Ludwig-Renn-Allee	Ludwig Renn	männlich	Esperantist	Point(13.73517 51.0203)	01217
Preußstraße	Hugo Preuß	männlich	Politiker	Point(13.8301 51.0601)	01324
Preußstraße	Hugo Preuß	männlich	Jurist	Point(13.8301 51.0601)	01324
Preußstraße	Hugo Preuß	männlich	Autor	Point(13.8301 51.0601)	01324
Preußstraße	Hugo Preuß	männlich	Pädagoge	Point(13.8301 51.0601)	01324
Preußstraße	Hugo Preuß	männlich	Hochschullehrer	Point(13.8301 51.0601)	01324
Zeppelinstraße	Ferdinand von Zeppelin	männlich	Militär	Point(13.81699 51.06059)	01324
Zeppelinstraße	Ferdinand von Zeppelin	männlich	Ingenieur	Point(13.81699 51.06059)	01324
Zeppelinstraße	Ferdinand von Zeppelin	männlich	Ballonfahrer	Point(13.81699 51.06059)	01324
Zeppelinstraße	Ferdinand von Zeppelin	männlich	Pilot	Point(13.81699 51.06059)	01324
Zeppelinstraße	Ferdinand von Zeppelin	männlich	Flugingenieur	Point(13.81699 51.06059)	01324
Hermann-Conradi-Straße	Hermann Conradi	männlich	Schriftsteller	Point(13.80626 50.98986)	01257
Hermann-Conradi-Straße	Hermann Conradi	männlich	Dichter	Point(13.80626 50.98986)	01257
Hermann-Conradi-Straße	Hermann Conradi	männlich	Journalist	Point(13.80626 50.98986)	01257
Klengelstraße	Wolf Caspar von Klengel	männlich	Architekt	Point(13.80912 51.0622)	01326
Klengelstraße	Wolf Caspar von Klengel	männlich	Offizier	Point(13.80912 51.0622)	01326
Klengelstraße	Wolf Caspar von Klengel	männlich	Beamter	Point(13.80912 51.0622)	01326
Klengelstraße	Wolf Caspar von Klengel	männlich	Generalunternehmer	Point(13.80912 51.0622)	01326
Klengelstraße	Wolf Caspar von Klengel	männlich	Illustrator	Point(13.80912 51.0622)	01326
Klengelstraße	Wolf Caspar von Klengel	männlich	Baumeister	Point(13.80912 51.0622)	01326
Wendel-Hipler-Straße	Wendel Hipler	männlich	Revolutionär	Point(13.67996 51.04016)	01159
Rudolf-Bergander-Ring	Rudolf Bergander	männlich	Fotograf	Point(13.78087 51.02155)	01219
Rudolf-Bergander-Ring	Rudolf Bergander	männlich	Maler	Point(13.78087 51.02155)	01219
Rudolf-Bergander-Ring	Rudolf Bergander	männlich	Hochschullehrer	Point(13.78087 51.02155)	01219
Rudolf-Bergander-Ring	Rudolf Bergander	männlich	Grafiker	Point(13.78087 51.02155)	01219
Rudolf-Bergander-Ring	Rudolf Bergander	männlich	Zeichner	Point(13.78087 51.02155)	01219
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Schriftsteller	Point(13.75753 51.01645)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Dichter	Point(13.75753 51.01645)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Künstler	Point(13.75753 51.01645)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Illustrator	Point(13.75753 51.01645)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Maler	Point(13.75753 51.01645)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Karikaturist	Point(13.75753 51.01645)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Kinderbuchautor	Point(13.75753 51.01645)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Essayist	Point(13.75753 51.01645)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Zeichner	Point(13.75753 51.01645)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Autobiograf	Point(13.75753 51.01645)	01217
Hempelstraße	Walther Hempel	männlich	Chemiker	Point(13.73405 51.02718)	01069
Hempelstraße	Walther Hempel	männlich	Hochschullehrer	Point(13.73405 51.02718)	01069
Klarastraße	Clara Schumann	weiblich	Komponist	Point(13.78196 51.0683)	01099
Klarastraße	Clara Schumann	weiblich	Pianist	Point(13.78196 51.0683)	01099
Klarastraße	Clara Schumann	weiblich	Musikpädagoge	Point(13.78196 51.0683)	01099
Martin-Andersen-Nexö-Straße	Martin Andersen Nexø	männlich	Schriftsteller	Point(13.73199 51.019836)	01217
Martin-Andersen-Nexö-Straße	Martin Andersen Nexø	männlich	Journalist	Point(13.73199 51.019836)	01217
Martin-Andersen-Nexö-Straße	Martin Andersen Nexø	männlich	Autobiograf	Point(13.73199 51.019836)	01217
Oskar-Zwintscher-Straße	Oskar Zwintscher	männlich	Maler	Point(13.81706 51.05953)	01324
Oskar-Zwintscher-Straße	Oskar Zwintscher	männlich	Hochschullehrer	Point(13.81706 51.05953)	01324
Oskar-Zwintscher-Straße	Oskar Zwintscher	männlich	bildender Künstler	Point(13.81706 51.05953)	01324
Heinz-Bongartz-Straße	Heinz Bongartz	männlich	Komponist	Point(13.79167 50.991)	01239
Heinz-Bongartz-Straße	Heinz Bongartz	männlich	Politiker	Point(13.79167 50.991)	01239
Heinz-Bongartz-Straße	Heinz Bongartz	männlich	Dirigent	Point(13.79167 50.991)	01239
Heinz-Bongartz-Straße	Heinz Bongartz	männlich	Chorleiter	Point(13.79167 50.991)	01239
Heinz-Bongartz-Straße	Heinz Bongartz	männlich	Musikpädagoge	Point(13.79167 50.991)	01239
Hildebrandstraße	Adolf von Hildebrand	männlich	Architekt	Point(13.75501 51.02905)	01219
Hildebrandstraße	Adolf von Hildebrand	männlich	Bildhauer	Point(13.75501 51.02905)	01219
Hildebrandstraße	Adolf von Hildebrand	männlich	Hochschullehrer	Point(13.75501 51.02905)	01219
Kurt-Böhme-Straße	Kurt Böhme	männlich	Sänger	Point(13.79756 50.98762)	01257
Kurt-Böhme-Straße	Kurt Böhme	männlich	Opernsänger	Point(13.79756 50.98762)	01257
Marie-Simon-Straße	Marie Simon	weiblich	Militär	Point(13.80839 51.0632)	01326
Marie-Simon-Straße	Marie Simon	weiblich	Gesundheits- und Krankenpfleger	Point(13.80839 51.0632)	01326
Hagedornplatz	Christian Ludwig von Hagedorn	männlich	Schriftsteller	Point(13.77728 51.02289)	01219
Hagedornplatz	Christian Ludwig von Hagedorn	männlich	Maler	Point(13.77728 51.02289)	01219
Hagedornplatz	Christian Ludwig von Hagedorn	männlich	Kunsthistoriker	Point(13.77728 51.02289)	01219
Leonhardistraße	Eduard Leonhardi	männlich	Maler	Point(13.81563 51.05802)	01326
Siegmund-Loewe-Straße	Siegmund Loewe	männlich	Ingenieur	Point(13.9007 51.06457)	01328
Gabelsbergerstraße	Franz Xaver Gabelsberger	männlich	Erfinder	Point(13.776412 51.04935)	01309
Hans-Böheim-Straße	Hans Böhm	männlich	Schäfer	Point(13.776593 51.046006)	01309
Hans-Böheim-Straße	Hans Böhm	männlich	Prediger	Point(13.776593 51.046006)	01309
Hans-Böheim-Straße	Hans Böhm	männlich	Musiker	Point(13.776593 51.046006)	01309
Hans-Böheim-Straße	Hans Böhm	männlich	Hirte	Point(13.776593 51.046006)	01309
Katharinenstraße	Katharina von Mecklenburg	weiblich	Schriftsteller	Point(13.748672 51.066395)	01099
Katharinenstraße	Katharina von Mecklenburg	weiblich	Herrscher	Point(13.748672 51.066395)	01099
Löscherstraße	Valentin Ernst Löscher	männlich	Schriftsteller	Point(13.782647 51.049813)	01309
Löscherstraße	Valentin Ernst Löscher	männlich	Pastor	Point(13.782647 51.049813)	01309
Löscherstraße	Valentin Ernst Löscher	männlich	Theologe	Point(13.782647 51.049813)	01309
Löscherstraße	Valentin Ernst Löscher	männlich	Hochschullehrer	Point(13.782647 51.049813)	01309
Löscherstraße	Valentin Ernst Löscher	männlich	Superintendent	Point(13.782647 51.049813)	01309
Löscherstraße	Valentin Ernst Löscher	männlich	Kirchenlieddichter	Point(13.782647 51.049813)	01309
Löscherstraße	Valentin Ernst Löscher	männlich	evangelischer Theologe	Point(13.782647 51.049813)	01309
Paul-Gerhardt-Straße	Paul Gerhardt	männlich	Schriftsteller	Point(13.781398 51.05059)	01309
Paul-Gerhardt-Straße	Paul Gerhardt	männlich	Dichter	Point(13.781398 51.05059)	01309
Paul-Gerhardt-Straße	Paul Gerhardt	männlich	Theologe	Point(13.781398 51.05059)	01309
Paul-Gerhardt-Straße	Paul Gerhardt	männlich	Kirchenlieddichter	Point(13.781398 51.05059)	01309
Paul-Gerhardt-Straße	Paul Gerhardt	männlich	evangelischer Pfarrer	Point(13.781398 51.05059)	01309
Wallotstraße	Paul Wallot	männlich	Architekt	Point(13.770335 51.044551)	01307
Wallotstraße	Paul Wallot	männlich	Architekt	Point(13.770335 51.044551)	01309
Wallotstraße	Paul Wallot	männlich	Hochschullehrer	Point(13.770335 51.044551)	01307
Wallotstraße	Paul Wallot	männlich	Hochschullehrer	Point(13.770335 51.044551)	01309
Dr.-Friedrich-Wolf-Straße	Friedrich Wolf	männlich	Drehbuchautor	Point(13.744612 51.066839)	01097
Dr.-Friedrich-Wolf-Straße	Friedrich Wolf	männlich	Schriftsteller	Point(13.744612 51.066839)	01097
Dr.-Friedrich-Wolf-Straße	Friedrich Wolf	männlich	Arzt	Point(13.744612 51.066839)	01097
Dr.-Friedrich-Wolf-Straße	Friedrich Wolf	männlich	Politiker	Point(13.744612 51.066839)	01097
Dr.-Friedrich-Wolf-Straße	Friedrich Wolf	männlich	Diplomat	Point(13.744612 51.066839)	01097
Dr.-Friedrich-Wolf-Straße	Friedrich Wolf	männlich	Dramatiker	Point(13.744612 51.066839)	01097
Dr.-Friedrich-Wolf-Straße	Friedrich Wolf	männlich	Dichterarzt	Point(13.744612 51.066839)	01097
Dr.-Friedrich-Wolf-Straße	Friedrich Wolf	männlich	Widerstandskämpfer	Point(13.744612 51.066839)	01097
Lene-Glatzer-Straße	Friedrich I.	männlich	Politiker	Point(13.791326 51.050248)	01309
Barbarossaplatz	Friedrich I.	männlich	Politiker	Point(13.790798 51.048416)	01309
Brucknerstraße	Anton Bruckner	männlich	Komponist	Point(13.804215 51.049564)	01309
Brucknerstraße	Anton Bruckner	männlich	Lehrer	Point(13.804215 51.049564)	01309
Brucknerstraße	Anton Bruckner	männlich	Organist	Point(13.804215 51.049564)	01309
Brucknerstraße	Anton Bruckner	männlich	Hochschullehrer	Point(13.804215 51.049564)	01309
Brucknerstraße	Anton Bruckner	männlich	Musikwissenschaftler	Point(13.804215 51.049564)	01309
Brucknerstraße	Anton Bruckner	männlich	Musiktheoretiker	Point(13.804215 51.049564)	01309
Brucknerstraße	Anton Bruckner	männlich	Musikpädagoge	Point(13.804215 51.049564)	01309
Lipsiusstraße	Constantin Lipsius	männlich	Architekt	Point(13.772418 51.041565)	01309
Lipsiusstraße	Constantin Lipsius	männlich	Vorsitzender	Point(13.772418 51.041565)	01309
Lipsiusstraße	Constantin Lipsius	männlich	Hochschullehrer	Point(13.772418 51.041565)	01309
Marie-Stritt-Straße	Marie Stritt	weiblich	Schriftsteller	Point(13.781325 51.042966)	01309
Marie-Stritt-Straße	Marie Stritt	weiblich	Redakteur	Point(13.781325 51.042966)	01309
Marie-Stritt-Straße	Marie Stritt	weiblich	Herausgeber	Point(13.781325 51.042966)	01309
Marie-Stritt-Straße	Marie Stritt	weiblich	Bühnenschauspieler	Point(13.781325 51.042966)	01309
Marie-Stritt-Straße	Marie Stritt	weiblich	politischer Aktivist	Point(13.781325 51.042966)	01309
Stresemannplatz	Gustav Stresemann	männlich	Politiker	Point(13.773974 51.043068)	01309
Stresemannplatz	Gustav Stresemann	männlich	Diplomat	Point(13.773974 51.043068)	01309
Stresemannplatz	Gustav Stresemann	männlich	Staatsmann	Point(13.773974 51.043068)	01309
Mosenstraße	Julius Mosen	männlich	Schriftsteller	Point(13.777045 51.043712)	01309
Mosenstraße	Julius Mosen	männlich	Rechtsanwalt	Point(13.777045 51.043712)	01309
Mosenstraße	Julius Mosen	männlich	Dichter	Point(13.777045 51.043712)	01309
Mosenstraße	Julius Mosen	männlich	Dramaturg	Point(13.777045 51.043712)	01309
Mosenstraße	Julius Mosen	männlich	Dichterjurist	Point(13.777045 51.043712)	01309
Rudolf-Leonhard-Straße	Rudolf Leonhard	männlich	Drehbuchautor	Point(13.748866 51.073919)	01097
Rudolf-Leonhard-Straße	Rudolf Leonhard	männlich	Schriftsteller	Point(13.748866 51.073919)	01097
Rudolf-Leonhard-Straße	Rudolf Leonhard	männlich	Dichter	Point(13.748866 51.073919)	01097
Rudolf-Leonhard-Straße	Rudolf Leonhard	männlich	Politiker	Point(13.748866 51.073919)	01097
Rudolf-Leonhard-Straße	Rudolf Leonhard	männlich	Dramatiker	Point(13.748866 51.073919)	01097
Rudolf-Leonhard-Straße	Rudolf Leonhard	männlich	Übersetzer	Point(13.748866 51.073919)	01097
Rudolf-Leonhard-Straße	Rudolf Leonhard	männlich	Redakteur	Point(13.748866 51.073919)	01097
Rudolf-Leonhard-Straße	Rudolf Leonhard	männlich	Essayist	Point(13.748866 51.073919)	01097
Erna-Berger-Straße	Erna Berger	weiblich	Schauspieler	Point(13.744051 51.065513)	01097
Erna-Berger-Straße	Erna Berger	weiblich	Hochschullehrer	Point(13.744051 51.065513)	01097
Erna-Berger-Straße	Erna Berger	weiblich	Opernsänger	Point(13.744051 51.065513)	01097
Anton-Graff-Straße	Anton Graff	männlich	Maler	Point(13.772651111 51.045063888)	01309
Anton-Graff-Straße	Anton Graff	männlich	Hochschullehrer	Point(13.772651111 51.045063888)	01309
Spenerstraße	Philipp Jacob Spener	männlich	Theologe	Point(13.785726 51.048666)	01309
Reinickstraße	Robert Reinick	männlich	Schriftsteller	Point(13.773404 51.044427)	01309
Reinickstraße	Robert Reinick	männlich	Dichter	Point(13.773404 51.044427)	01309
Reinickstraße	Robert Reinick	männlich	Illustrator	Point(13.773404 51.044427)	01309
Reinickstraße	Robert Reinick	männlich	Maler	Point(13.773404 51.044427)	01309
Reinickstraße	Robert Reinick	männlich	Grafiker	Point(13.773404 51.044427)	01309
Reinickstraße	Robert Reinick	männlich	Librettist	Point(13.773404 51.044427)	01309
Timaeusstraße	August Friedrich Timaeus	männlich	Unternehmer	Point(13.752364 51.069442)	01099
Hüblerplatz	Balthasar Hübler	männlich	Rechtsanwalt	Point(13.793991 51.048973)	01309
Hüblerstraße	Balthasar Hübler	männlich	Rechtsanwalt	Point(13.799176 51.050385)	01309
Hüblerplatz	Balthasar Hübler	männlich	Politiker	Point(13.793991 51.048973)	01309
Hüblerstraße	Balthasar Hübler	männlich	Politiker	Point(13.799176 51.050385)	01309
Karl-Roth-Straße	Karl Roth	männlich	Architekt	Point(13.782229 51.038905)	01309
Karl-Roth-Straße	Karl Roth	männlich	Hochschullehrer	Point(13.782229 51.038905)	01309
Prellerstraße	Friedrich Preller der Jüngere	männlich	Maler	Point(13.79832 51.052616)	01309
Prellerstraße	Friedrich Preller der Jüngere	männlich	Hochschullehrer	Point(13.79832 51.052616)	01309
Lene-Glatzer-Straße	Helene Glatzer	weiblich	Politiker	Point(13.791326 51.050248)	01309
Heubnerstraße	Otto Leonhard Heubner	männlich	Rechtsanwalt	Point(13.775667 51.04101)	01309
Heubnerstraße	Otto Leonhard Heubner	männlich	Politiker	Point(13.775667 51.04101)	01309
Heubnerstraße	Otto Leonhard Heubner	männlich	Dichterjurist	Point(13.775667 51.04101)	01309
Tittmannstraße	Karl Christian Tittmann	männlich	Theologe	Point(13.78305 51.048279)	01309
Tittmannstraße	Karl Christian Tittmann	männlich	Hochschullehrer	Point(13.78305 51.048279)	01309
Dornblüthstraße	Marcus Dornblüth	männlich	Politiker	Point(13.799837 51.044437)	01277
Henzestraße	Robert Henze	männlich	Bildhauer	Point(13.771195 51.042548)	01309
Krenkelstraße	Max Krenkel	männlich	Privatgelehrter	Point(13.776226 51.04644)	01309
Krenkelstraße	Max Krenkel	männlich	Theologe	Point(13.776226 51.04644)	01309
Rosa-Menzer-Straße	Rosa Menzer	weiblich	Politiker	Point(13.788946 51.046716)	01309
Arno-Lade-Straße	Arno Lade	männlich	Schmied	Point(13.718967 51.080015)	01127
Pohlandplatz	Carl Christian Pohland	männlich	Politiker	Point(13.794346 51.043357)	01309
Jacobistraße	Johann Georg Ferdinand Jacobi	männlich	Richter	Point(13.79506 51.04791)	01309
Jacobistraße	Johann Georg Ferdinand Jacobi	männlich	Bürgermeister	Point(13.79506 51.04791)	01309
Friedrich-Ebert-Straße	Friedrich Ebert	männlich	Politiker	Point(13.852662 51.130269)	01465
